vertex id,originalDegree,color,orderColored
0,121,0,0
1,121,1,0
2,121,2,0
3,121,3,0
4,121,4,0
5,121,5,0
6,121,6,0
7,121,7,0
8,121,8,0
9,121,9,0
10,121,10,0
11,121,11,0
12,121,12,0
13,121,13,0
14,121,14,0
15,121,15,0
16,121,16,0
17,121,17,0
18,121,18,0
19,121,19,0
20,121,20,0
21,121,21,0
22,121,22,0
23,121,23,0
24,121,24,0
25,121,25,0
26,121,26,0
27,121,27,0
28,121,28,0
29,121,29,0
30,121,30,0
31,121,31,0
32,121,32,0
33,121,33,0
34,121,34,0
35,121,35,0
36,121,36,0
37,121,37,0
38,121,38,0
39,121,39,0
40,121,40,0
41,121,41,0
42,121,42,0
43,121,43,0
44,121,44,0
45,121,45,0
46,121,46,0
47,121,47,0
48,121,48,0
49,121,49,0
50,121,50,0
51,121,51,0
52,121,52,0
53,121,53,0
54,121,54,0
55,121,55,0
56,121,56,0
57,121,57,0
58,121,58,0
59,121,59,0
60,121,60,0
61,121,61,0
62,121,62,0
63,121,63,0
64,121,64,0
65,121,65,0
66,121,66,0
67,121,67,0
68,121,68,0
69,121,69,0
70,121,70,0
71,121,71,0
72,121,72,0
73,121,73,0
74,121,74,0
75,121,75,0
76,121,76,0
77,121,77,0
78,121,78,0
79,121,79,0
80,121,80,0
81,121,81,0
82,121,82,0
83,121,83,0
84,121,84,0
85,121,85,0
86,121,86,0
87,121,87,0
88,121,88,0
89,121,89,0
90,121,90,0
91,121,91,0
92,121,92,0
93,121,93,0
94,121,94,0
95,121,95,0
96,121,96,0
97,121,97,0
98,121,98,0
99,121,99,0
100,121,100,0
101,121,101,0
102,121,102,0
103,121,103,0
104,121,104,0
105,121,105,0
106,121,106,0
107,121,107,0
108,121,108,0
109,121,109,0
110,121,110,0
111,121,111,0
112,121,112,0
113,121,113,0
114,121,114,0
115,121,115,0
116,121,116,0
117,121,117,0
118,121,118,0
119,121,119,0
120,121,120,0
121,121,121,0

